Postaja,Regija,Datum,SO2
skale,Savinjska,2016-01-31,9
sv. mohor,Savinjska,2016-01-31,9
amp gaji,Savinjska,2016-01-31,12
trbovlje,Zasavska,2016-01-31,16
zagorje,Zasavska,2016-01-31,8
hrastnik,Zasavska,2016-01-31,11
kovk,Zasavska,2016-01-31,11
dobovec,Zasavska,2016-01-31,10
kum,Zasavska,2016-01-31,15
ravenska vas,Zasavska,2016-01-31,13
graska gora,Koroška,2016-02-29,5
lj bezigrad,Osrednjeslovenska,2016-02-29,14
vnajnarje,Osrednjeslovenska,2016-02-29,5
lj center,Osrednjeslovenska,2016-02-29,2
pesje,Posavska,2016-02-29,10
celje,Savinjska,2016-02-29,9
sostanj,Savinjska,2016-02-29,1
topolsica,Savinjska,2016-02-29,6
zavodnje,Savinjska,2016-02-29,1
veliki vrh,Savinjska,2016-02-29,6
velenje,Savinjska,2016-02-29,6
skale,Savinjska,2016-02-29,6
sv. mohor,Savinjska,2016-02-29,10
amp gaji,Savinjska,2016-02-29,6
trbovlje,Zasavska,2016-02-29,14
zagorje,Zasavska,2016-02-29,8
hrastnik,Zasavska,2016-02-29,10
kovk,Zasavska,2016-02-29,8
dobovec,Zasavska,2016-02-29,15
kum,Zasavska,2016-02-29,15
ravenska vas,Zasavska,2016-02-29,13
graska gora,Koroška,2016-03-31,5
lj bezigrad,Osrednjeslovenska,2016-03-31,13
vnajnarje,Osrednjeslovenska,2016-03-31,11
lj center,Osrednjeslovenska,2016-03-31,2
pesje,Posavska,2016-03-31,12
celje,Savinjska,2016-03-31,10
sostanj,Savinjska,2016-03-31,4
topolsica,Savinjska,2016-03-31,3
zavodnje,Savinjska,2016-03-31,1
veliki vrh,Savinjska,2016-03-31,5
velenje,Savinjska,2016-03-31,4
skale,Savinjska,2016-03-31,8
sv. mohor,Savinjska,2016-03-31,5
amp gaji,Savinjska,2016-03-31,5
trbovlje,Zasavska,2016-03-31,15
zagorje,Zasavska,2016-03-31,8
hrastnik,Zasavska,2016-03-31,10
kovk,Zasavska,2016-03-31,7
dobovec,Zasavska,2016-03-31,11
kum,Zasavska,2016-03-31,9
ravenska vas,Zasavska,2016-03-31,15
graska gora,Koroška,2016-04-30,7
lj bezigrad,Osrednjeslovenska,2016-04-30,11
vnajnarje,Osrednjeslovenska,2016-04-30,1
lj center,Osrednjeslovenska,2016-04-30,2
pesje,Posavska,2016-04-30,8
celje,Savinjska,2016-04-30,8
sostanj,Savinjska,2016-04-30,16
topolsica,Savinjska,2016-04-30,4
zavodnje,Savinjska,2016-04-30,15
veliki vrh,Savinjska,2016-04-30,11
velenje,Savinjska,2016-04-30,5
skale,Savinjska,2016-04-30,8
sv. mohor,Savinjska,2016-04-30,5
amp gaji,Savinjska,2016-04-30,7
trbovlje,Zasavska,2016-04-30,7
zagorje,Zasavska,2016-04-30,6
hrastnik,Zasavska,2016-04-30,6
kovk,Zasavska,2016-04-30,6
dobovec,Zasavska,2016-04-30,13
kum,Zasavska,2016-04-30,10
ravenska vas,Zasavska,2016-04-30,10
graska gora,Koroška,2016-05-31,6
lj bezigrad,Osrednjeslovenska,2016-05-31,15
vnajnarje,Osrednjeslovenska,2016-05-31,5
lj center,Osrednjeslovenska,2016-05-31,2
pesje,Posavska,2016-05-31,7
celje,Savinjska,2016-05-31,10
sostanj,Savinjska,2016-05-31,4
topolsica,Savinjska,2016-05-31,2
zavodnje,Savinjska,2016-05-31,4
veliki vrh,Savinjska,2016-05-31,9
velenje,Savinjska,2016-05-31,6
skale,Savinjska,2016-05-31,7
sv. mohor,Savinjska,2016-05-31,1
amp gaji,Savinjska,2016-05-31,8
trbovlje,Zasavska,2016-05-31,12
zagorje,Zasavska,2016-05-31,9
hrastnik,Zasavska,2016-05-31,7
kovk,Zasavska,2016-05-31,9
dobovec,Zasavska,2016-05-31,12
kum,Zasavska,2016-05-31,11
ravenska vas,Zasavska,2016-05-31,14
graska gora,Koroška,2016-06-30,10
lj bezigrad,Osrednjeslovenska,2016-06-30,9
vnajnarje,Osrednjeslovenska,2016-06-30,4
lj center,Osrednjeslovenska,2016-06-30,2
pesje,Posavska,2016-06-30,8
celje,Savinjska,2016-06-30,6
sostanj,Savinjska,2016-06-30,5
topolsica,Savinjska,2016-06-30,2
zavodnje,Savinjska,2016-06-30,4
veliki vrh,Savinjska,2016-06-30,3
velenje,Savinjska,2016-06-30,6
skale,Savinjska,2016-06-30,6
sv. mohor,Savinjska,2016-06-30,2
amp gaji,Savinjska,2016-06-30,6
trbovlje,Zasavska,2016-06-30,9
zagorje,Zasavska,2016-06-30,4
hrastnik,Zasavska,2016-06-30,7
kovk,Zasavska,2016-06-30,12
dobovec,Zasavska,2016-06-30,14
kum,Zasavska,2016-06-30,11
ravenska vas,Zasavska,2016-06-30,14
graska gora,Koroška,2016-07-31,12
lj bezigrad,Osrednjeslovenska,2016-07-31,9
vnajnarje,Osrednjeslovenska,2016-07-31,4
lj center,Osrednjeslovenska,2016-07-31,2
pesje,Posavska,2016-07-31,9
celje,Savinjska,2016-07-31,6
sostanj,Savinjska,2016-07-31,12
topolsica,Savinjska,2016-07-31,7
zavodnje,Savinjska,2016-07-31,6
veliki vrh,Savinjska,2016-07-31,12
velenje,Savinjska,2016-07-31,8
skale,Savinjska,2016-07-31,7
sv. mohor,Savinjska,2016-07-31,12
amp gaji,Savinjska,2016-07-31,4
trbovlje,Zasavska,2016-07-31,10
zagorje,Zasavska,2016-07-31,6
hrastnik,Zasavska,2016-07-31,9
kovk,Zasavska,2016-07-31,11
dobovec,Zasavska,2016-07-31,15
kum,Zasavska,2016-07-31,8
ravenska vas,Zasavska,2016-07-31,9
graska gora,Koroška,2016-08-31,11
lj bezigrad,Osrednjeslovenska,2016-08-31,7
vnajnarje,Osrednjeslovenska,2016-08-31,8
lj center,Osrednjeslovenska,2016-08-31,6
pesje,Posavska,2016-08-31,14
celje,Savinjska,2016-08-31,9
sostanj,Savinjska,2016-08-31,6
topolsica,Savinjska,2016-08-31,8
zavodnje,Savinjska,2016-08-31,11
veliki vrh,Savinjska,2016-08-31,7
velenje,Savinjska,2016-08-31,12
skale,Savinjska,2016-08-31,9
sv. mohor,Savinjska,2016-08-31,8
amp gaji,Savinjska,2016-08-31,6
trbovlje,Zasavska,2016-08-31,12
zagorje,Zasavska,2016-08-31,5
hrastnik,Zasavska,2016-08-31,10
kovk,Zasavska,2016-08-31,10
dobovec,Zasavska,2016-08-31,12
kum,Zasavska,2016-08-31,6
ravenska vas,Zasavska,2016-08-31,8
graska gora,Koroška,2016-09-30,7
lj bezigrad,Osrednjeslovenska,2016-09-30,5
vnajnarje,Osrednjeslovenska,2016-09-30,6
lj center,Osrednjeslovenska,2016-09-30,5
pesje,Posavska,2016-09-30,7
celje,Savinjska,2016-09-30,8
sostanj,Savinjska,2016-09-30,8
topolsica,Savinjska,2016-09-30,7
zavodnje,Savinjska,2016-09-30,8
veliki vrh,Savinjska,2016-09-30,23
velenje,Savinjska,2016-09-30,3
skale,Savinjska,2016-09-30,9
sv. mohor,Savinjska,2016-09-30,6
amp gaji,Savinjska,2016-09-30,5
trbovlje,Zasavska,2016-09-30,19
zagorje,Zasavska,2016-09-30,4
hrastnik,Zasavska,2016-09-30,11
kovk,Zasavska,2016-09-30,9
dobovec,Zasavska,2016-09-30,16
kum,Zasavska,2016-09-30,4
ravenska vas,Zasavska,2016-09-30,10
graska gora,Koroška,2016-10-31,11
lj bezigrad,Osrednjeslovenska,2016-10-31,7
vnajnarje,Osrednjeslovenska,2016-10-31,7
lj center,Osrednjeslovenska,2016-10-31,2
pesje,Posavska,2016-10-31,8
celje,Savinjska,2016-10-31,12
sostanj,Savinjska,2016-10-31,7
topolsica,Savinjska,2016-10-31,7
zavodnje,Savinjska,2016-10-31,4
veliki vrh,Savinjska,2016-10-31,12
velenje,Savinjska,2016-10-31,5
skale,Savinjska,2016-10-31,13
sv. mohor,Savinjska,2016-10-31,8
amp gaji,Savinjska,2016-10-31,5
trbovlje,Zasavska,2016-10-31,11
zagorje,Zasavska,2016-10-31,7
hrastnik,Zasavska,2016-10-31,9
kovk,Zasavska,2016-10-31,7
dobovec,Zasavska,2016-10-31,14
kum,Zasavska,2016-10-31,11
ravenska vas,Zasavska,2016-10-31,13
graska gora,Koroška,2016-11-30,16
lj bezigrad,Osrednjeslovenska,2016-11-30,14
vnajnarje,Osrednjeslovenska,2016-11-30,12
lj center,Osrednjeslovenska,2016-11-30,3
pesje,Posavska,2016-11-30,10
celje,Savinjska,2016-11-30,11
sostanj,Savinjska,2016-11-30,5
topolsica,Savinjska,2016-11-30,9
zavodnje,Savinjska,2016-11-30,6
veliki vrh,Savinjska,2016-11-30,5
velenje,Savinjska,2016-11-30,8
skale,Savinjska,2016-11-30,14
sv. mohor,Savinjska,2016-11-30,8
amp gaji,Savinjska,2016-11-30,9
trbovlje,Zasavska,2016-11-30,15
zagorje,Zasavska,2016-11-30,7
hrastnik,Zasavska,2016-11-30,10
kovk,Zasavska,2016-11-30,15
dobovec,Zasavska,2016-11-30,14
kum,Zasavska,2016-11-30,16
ravenska vas,Zasavska,2016-11-30,17
graska gora,Koroška,2016-12-31,13
lj bezigrad,Osrednjeslovenska,2016-12-31,21
vnajnarje,Osrednjeslovenska,2016-12-31,9
lj center,Osrednjeslovenska,2016-12-31,5
pesje,Posavska,2016-12-31,9
celje,Savinjska,2016-12-31,10
sostanj,Savinjska,2016-12-31,7
topolsica,Savinjska,2016-12-31,5
zavodnje,Savinjska,2016-12-31,14
veliki vrh,Savinjska,2016-12-31,8
velenje,Savinjska,2016-12-31,3
skale,Savinjska,2016-12-31,12
sv. mohor,Savinjska,2016-12-31,17
amp gaji,Savinjska,2016-12-31,12
trbovlje,Zasavska,2016-12-31,12
zagorje,Zasavska,2016-12-31,12
hrastnik,Zasavska,2016-12-31,10
kovk,Zasavska,2016-12-31,12
dobovec,Zasavska,2016-12-31,13
kum,Zasavska,2016-12-31,28
ravenska vas,Zasavska,2016-12-31,17
iskrba,Jugovzhodna Slovenija,2017-01-31,9.6
graska gora,Koroška,2017-01-31,19.0
lj bezigrad,Osrednjeslovenska,2017-01-31,17.0
vnajnarje,Osrednjeslovenska,2017-01-31,31.0
lj center,Osrednjeslovenska,2017-01-31,3.0
pesje,Posavska,2017-01-31,12.0
celje,Savinjska,2017-01-31,15.0
sostanj,Savinjska,2017-01-31,9.0
topolsica,Savinjska,2017-01-31,7.0
zavodnje,Savinjska,2017-01-31,22.0
veliki vrh,Savinjska,2017-01-31,21.0
velenje,Savinjska,2017-01-31,5.0
skale,Savinjska,2017-01-31,16.0
sv. mohor,Savinjska,2017-01-31,22.0
ce gaji,Savinjska,2017-01-31,11.0
trbovlje,Zasavska,2017-01-31,12.0
zagorje,Zasavska,2017-01-31,21.0
hrastnik,Zasavska,2017-01-31,19.0
kovk,Zasavska,2017-01-31,33.0
dobovec,Zasavska,2017-01-31,29.0
kum,Zasavska,2017-01-31,15.0
ravenska vas,Zasavska,2017-01-31,13.0
iskrba,Jugovzhodna Slovenija,2017-02-28,4.2
graska gora,Koroška,2017-02-28,16.0
lj bezigrad,Osrednjeslovenska,2017-02-28,11.0
vnajnarje,Osrednjeslovenska,2017-02-28,11.0
lj center,Osrednjeslovenska,2017-02-28,6.0
pesje,Posavska,2017-02-28,10.0
celje,Savinjska,2017-02-28,13.0
sostanj,Savinjska,2017-02-28,16.0
topolsica,Savinjska,2017-02-28,5.0
zavodnje,Savinjska,2017-02-28,8.0
veliki vrh,Savinjska,2017-02-28,10.0
velenje,Savinjska,2017-02-28,6.0
skale,Savinjska,2017-02-28,13.0
sv. mohor,Savinjska,2017-02-28,13.0
ce gaji,Savinjska,2017-02-28,12.0
trbovlje,Zasavska,2017-02-28,14.0
zagorje,Zasavska,2017-02-28,8.0
hrastnik,Zasavska,2017-02-28,11.0
kovk,Zasavska,2017-02-28,16.0
dobovec,Zasavska,2017-02-28,16.0
kum,Zasavska,2017-02-28,17.0
ravenska vas,Zasavska,2017-02-28,12.0
iskrba,Jugovzhodna Slovenija,2017-03-31,1.5
graska gora,Koroška,2017-03-31,11.0
lj bezigrad,Osrednjeslovenska,2017-03-31,9.0
vnajnarje,Osrednjeslovenska,2017-03-31,9.0
lj center,Osrednjeslovenska,2017-03-31,3.0
pesje,Posavska,2017-03-31,12.0
celje,Savinjska,2017-03-31,7.0
sostanj,Savinjska,2017-03-31,11.0
topolsica,Savinjska,2017-03-31,7.0
zavodnje,Savinjska,2017-03-31,10.0
veliki vrh,Savinjska,2017-03-31,16.0
velenje,Savinjska,2017-03-31,7.0
skale,Savinjska,2017-03-31,8.0
sv. mohor,Savinjska,2017-03-31,4.0
ce gaji,Savinjska,2017-03-31,6.0
trbovlje,Zasavska,2017-03-31,11.0
zagorje,Zasavska,2017-03-31,4.0
hrastnik,Zasavska,2017-03-31,9.0
kovk,Zasavska,2017-03-31,12.0
dobovec,Zasavska,2017-03-31,18.0
kum,Zasavska,2017-03-31,14.0
ravenska vas,Zasavska,2017-03-31,16.0
iskrba,Jugovzhodna Slovenija,2017-04-30,1.3
graska gora,Koroška,2017-04-30,13.0
lj bezigrad,Osrednjeslovenska,2017-04-30,10.0
vnajnarje,Osrednjeslovenska,2017-04-30,9.0
lj center,Osrednjeslovenska,2017-04-30,4.0
pesje,Posavska,2017-04-30,11.0
celje,Savinjska,2017-04-30,10.0
sostanj,Savinjska,2017-04-30,15.0
topolsica,Savinjska,2017-04-30,9.0
zavodnje,Savinjska,2017-04-30,8.0
veliki vrh,Savinjska,2017-04-30,10.0
velenje,Savinjska,2017-04-30,8.0
skale,Savinjska,2017-04-30,12.0
sv. mohor,Savinjska,2017-04-30,5.0
ce gaji,Savinjska,2017-04-30,5.0
trbovlje,Zasavska,2017-04-30,8.0
zagorje,Zasavska,2017-04-30,6.0
hrastnik,Zasavska,2017-04-30,5.0
kovk,Zasavska,2017-04-30,14.0
dobovec,Zasavska,2017-04-30,19.0
kum,Zasavska,2017-04-30,13.0
ravenska vas,Zasavska,2017-04-30,13.0
iskrba,Jugovzhodna Slovenija,2017-05-31,0.9
graska gora,Koroška,2017-05-31,14.0
lj bezigrad,Osrednjeslovenska,2017-05-31,8.0
vnajnarje,Osrednjeslovenska,2017-05-31,11.0
lj center,Osrednjeslovenska,2017-05-31,7.0
pesje,Posavska,2017-05-31,9.0
celje,Savinjska,2017-05-31,9.0
sostanj,Savinjska,2017-05-31,8.0
topolsica,Savinjska,2017-05-31,10.0
zavodnje,Savinjska,2017-05-31,5.0
veliki vrh,Savinjska,2017-05-31,11.0
velenje,Savinjska,2017-05-31,9.0
skale,Savinjska,2017-05-31,10.0
sv. mohor,Savinjska,2017-05-31,6.0
ce gaji,Savinjska,2017-05-31,7.0
trbovlje,Zasavska,2017-05-31,6.0
zagorje,Zasavska,2017-05-31,4.0
hrastnik,Zasavska,2017-05-31,5.0
kovk,Zasavska,2017-05-31,16.0
dobovec,Zasavska,2017-05-31,17.0
kum,Zasavska,2017-05-31,9.0
ravenska vas,Zasavska,2017-05-31,12.0
iskrba,Jugovzhodna Slovenija,2017-06-30,1.4
graska gora,Koroška,2017-06-30,14.0
lj bezigrad,Osrednjeslovenska,2017-06-30,5.0
vnajnarje,Osrednjeslovenska,2017-06-30,5.0
lj center,Osrednjeslovenska,2017-06-30,1.0
pesje,Posavska,2017-06-30,11.0
celje,Savinjska,2017-06-30,11.0
sostanj,Savinjska,2017-06-30,7.0
topolsica,Savinjska,2017-06-30,10.0
zavodnje,Savinjska,2017-06-30,7.0
veliki vrh,Savinjska,2017-06-30,37.0
velenje,Savinjska,2017-06-30,8.0
skale,Savinjska,2017-06-30,12.0
sv. mohor,Savinjska,2017-06-30,5.0
ce gaji,Savinjska,2017-06-30,4.0
trbovlje,Zasavska,2017-06-30,3.0
zagorje,Zasavska,2017-06-30,5.0
hrastnik,Zasavska,2017-06-30,5.0
kovk,Zasavska,2017-06-30,
dobovec,Zasavska,2017-06-30,
kum,Zasavska,2017-06-30,
ravenska vas,Zasavska,2017-06-30,
iskrba,Jugovzhodna Slovenija,2017-07-31,2.8
graska gora,Koroška,2017-07-31,12.0
lj bezigrad,Osrednjeslovenska,2017-07-31,5.0
vnajnarje,Osrednjeslovenska,2017-07-31,7.0
lj center,Osrednjeslovenska,2017-07-31,2.0
pesje,Posavska,2017-07-31,10.0
celje,Savinjska,2017-07-31,6.0
sostanj,Savinjska,2017-07-31,5.0
topolsica,Savinjska,2017-07-31,9.0
zavodnje,Savinjska,2017-07-31,6.0
veliki vrh,Savinjska,2017-07-31,12.0
velenje,Savinjska,2017-07-31,9.0
skale,Savinjska,2017-07-31,11.0
sv. mohor,Savinjska,2017-07-31,7.0
ce gaji,Savinjska,2017-07-31,5.0
trbovlje,Zasavska,2017-07-31,5.0
zagorje,Zasavska,2017-07-31,6.0
hrastnik,Zasavska,2017-07-31,6.0
kovk,Zasavska,2017-07-31,
dobovec,Zasavska,2017-07-31,
kum,Zasavska,2017-07-31,
ravenska vas,Zasavska,2017-07-31,
iskrba,Jugovzhodna Slovenija,2017-08-31,1.4
graska gora,Koroška,2017-08-31,15.0
lj bezigrad,Osrednjeslovenska,2017-08-31,5.0
vnajnarje,Osrednjeslovenska,2017-08-31,7.0
lj center,Osrednjeslovenska,2017-08-31,2.0
pesje,Posavska,2017-08-31,13.0
celje,Savinjska,2017-08-31,5.0
sostanj,Savinjska,2017-08-31,4.0
topolsica,Savinjska,2017-08-31,7.0
zavodnje,Savinjska,2017-08-31,11.0
veliki vrh,Savinjska,2017-08-31,8.0
velenje,Savinjska,2017-08-31,7.0
skale,Savinjska,2017-08-31,14.0
sv. mohor,Savinjska,2017-08-31,5.0
ce gaji,Savinjska,2017-08-31,5.0
trbovlje,Zasavska,2017-08-31,6.0
zagorje,Zasavska,2017-08-31,7.0
hrastnik,Zasavska,2017-08-31,7.0
kovk,Zasavska,2017-08-31,
dobovec,Zasavska,2017-08-31,
kum,Zasavska,2017-08-31,
ravenska vas,Zasavska,2017-08-31,
iskrba,Jugovzhodna Slovenija,2017-09-30,1.0
graska gora,Koroška,2017-09-30,13.0
lj bezigrad,Osrednjeslovenska,2017-09-30,5.0
vnajnarje,Osrednjeslovenska,2017-09-30,9.0
lj center,Osrednjeslovenska,2017-09-30,3.0
pesje,Posavska,2017-09-30,10.0
celje,Savinjska,2017-09-30,5.0
sostanj,Savinjska,2017-09-30,3.0
topolsica,Savinjska,2017-09-30,8.0
zavodnje,Savinjska,2017-09-30,4.0
veliki vrh,Savinjska,2017-09-30,5.0
velenje,Savinjska,2017-09-30,7.0
skale,Savinjska,2017-09-30,12.0
sv. mohor,Savinjska,2017-09-30,5.0
ce gaji,Savinjska,2017-09-30,6.0
trbovlje,Zasavska,2017-09-30,8.0
zagorje,Zasavska,2017-09-30,7.0
hrastnik,Zasavska,2017-09-30,7.0
kovk,Zasavska,2017-09-30,
dobovec,Zasavska,2017-09-30,
kum,Zasavska,2017-09-30,
ravenska vas,Zasavska,2017-09-30,
iskrba,Jugovzhodna Slovenija,2017-10-31,1.0
graska gora,Koroška,2017-10-31,12.0
lj bezigrad,Osrednjeslovenska,2017-10-31,5.0
vnajnarje,Osrednjeslovenska,2017-10-31,10.0
lj center,Osrednjeslovenska,2017-10-31,2.0
pesje,Posavska,2017-10-31,11.0
celje,Savinjska,2017-10-31,8.0
sostanj,Savinjska,2017-10-31,4.0
topolsica,Savinjska,2017-10-31,8.0
zavodnje,Savinjska,2017-10-31,13.0
veliki vrh,Savinjska,2017-10-31,12.0
velenje,Savinjska,2017-10-31,6.0
skale,Savinjska,2017-10-31,17.0
sv. mohor,Savinjska,2017-10-31,4.0
ce gaji,Savinjska,2017-10-31,10.0
trbovlje,Zasavska,2017-10-31,6.0
zagorje,Zasavska,2017-10-31,4.0
hrastnik,Zasavska,2017-10-31,8.0
kovk,Zasavska,2017-10-31,
dobovec,Zasavska,2017-10-31,
kum,Zasavska,2017-10-31,
ravenska vas,Zasavska,2017-10-31,
iskrba,Jugovzhodna Slovenija,2017-11-30,0.9
graska gora,Koroška,2017-11-30,9.0
lj bezigrad,Osrednjeslovenska,2017-11-30,8.0
vnajnarje,Osrednjeslovenska,2017-11-30,9.0
lj center,Osrednjeslovenska,2017-11-30,2.0
pesje,Posavska,2017-11-30,11.0
celje,Savinjska,2017-11-30,11.0
sostanj,Savinjska,2017-11-30,7.0
topolsica,Savinjska,2017-11-30,9.0
zavodnje,Savinjska,2017-11-30,7.0
veliki vrh,Savinjska,2017-11-30,12.0
velenje,Savinjska,2017-11-30,6.0
skale,Savinjska,2017-11-30,13.0
sv. mohor,Savinjska,2017-11-30,4.0
ce gaji,Savinjska,2017-11-30,14.0
trbovlje,Zasavska,2017-11-30,10.0
zagorje,Zasavska,2017-11-30,2.0
hrastnik,Zasavska,2017-11-30,6.0
kovk,Zasavska,2017-11-30,
dobovec,Zasavska,2017-11-30,
kum,Zasavska,2017-11-30,
ravenska vas,Zasavska,2017-11-30,
iskrba,Jugovzhodna Slovenija,2017-12-31,1.1
graska gora,Koroška,2017-12-31,12.0
lj bezigrad,Osrednjeslovenska,2017-12-31,9.0
vnajnarje,Osrednjeslovenska,2017-12-31,10.0
lj center,Osrednjeslovenska,2017-12-31,4.0
pesje,Posavska,2017-12-31,8.0
celje,Savinjska,2017-12-31,14.0
sostanj,Savinjska,2017-12-31,5.0
topolsica,Savinjska,2017-12-31,9.0
zavodnje,Savinjska,2017-12-31,9.0
veliki vrh,Savinjska,2017-12-31,11.0
velenje,Savinjska,2017-12-31,7.0
skale,Savinjska,2017-12-31,16.0
sv. mohor,Savinjska,2017-12-31,4.0
ce gaji,Savinjska,2017-12-31,14.0
trbovlje,Zasavska,2017-12-31,10.0
zagorje,Zasavska,2017-12-31,3.0
hrastnik,Zasavska,2017-12-31,7.0
kovk,Zasavska,2017-12-31,
dobovec,Zasavska,2017-12-31,
kum,Zasavska,2017-12-31,
ravenska vas,Zasavska,2017-12-31,
iskrba,Jugovzhodna Slovenija,2018-01-31,
graska gora,Koroška,2018-01-31,11.0
lj bezigrad,Osrednjeslovenska,2018-01-31,8.0
vnajnarje,Osrednjeslovenska,2018-01-31,13.0
lj center,Osrednjeslovenska,2018-01-31,3.0
pesje,Posavska,2018-01-31,9.0
celje,Savinjska,2018-01-31,11.0
sostanj,Savinjska,2018-01-31,4.0
topolsica,Savinjska,2018-01-31,12.0
zavodnje,Savinjska,2018-01-31,4.0
veliki vrh,Savinjska,2018-01-31,9.0
velenje,Savinjska,2018-01-31,7.0
skale,Savinjska,2018-01-31,15.0
sv. mohor,Savinjska,2018-01-31,5.0
ce gaji,Savinjska,2018-01-31,12.0
trbovlje,Zasavska,2018-01-31,8.0
zagorje,Zasavska,2018-01-31,4.0
hrastnik,Zasavska,2018-01-31,5.0
iskrba,Jugovzhodna Slovenija,2018-02-28,
graska gora,Koroška,2018-02-28,11.0
lj bezigrad,Osrednjeslovenska,2018-02-28,9.0
vnajnarje,Osrednjeslovenska,2018-02-28,15.0
lj center,Osrednjeslovenska,2018-02-28,2.0
pesje,Posavska,2018-02-28,13.0
celje,Savinjska,2018-02-28,14.0
sostanj,Savinjska,2018-02-28,19.0
topolsica,Savinjska,2018-02-28,5.0
zavodnje,Savinjska,2018-02-28,6.0
veliki vrh,Savinjska,2018-02-28,28.0
velenje,Savinjska,2018-02-28,7.0
skale,Savinjska,2018-02-28,14.0
sv. mohor,Savinjska,2018-02-28,9.0
ce gaji,Savinjska,2018-02-28,13.0
trbovlje,Zasavska,2018-02-28,6.0
zagorje,Zasavska,2018-02-28,5.0
hrastnik,Zasavska,2018-02-28,7.0
iskrba,Jugovzhodna Slovenija,2018-03-31,7.0
graska gora,Koroška,2018-03-31,17.0
lj bezigrad,Osrednjeslovenska,2018-03-31,15.0
vnajnarje,Osrednjeslovenska,2018-03-31,
lj center,Osrednjeslovenska,2018-03-31,1.0
pesje,Posavska,2018-03-31,20.0
celje,Savinjska,2018-03-31,20.0
sostanj,Savinjska,2018-03-31,8.0
topolsica,Savinjska,2018-03-31,8.0
zavodnje,Savinjska,2018-03-31,11.0
veliki vrh,Savinjska,2018-03-31,13.0
velenje,Savinjska,2018-03-31,9.0
skale,Savinjska,2018-03-31,21.0
sv. mohor,Savinjska,2018-03-31,14.0
ce gaji,Savinjska,2018-03-31,14.0
trbovlje,Zasavska,2018-03-31,12.0
zagorje,Zasavska,2018-03-31,9.0
hrastnik,Zasavska,2018-03-31,11.0
iskrba,Jugovzhodna Slovenija,2018-04-30,4.0
graska gora,Koroška,2018-04-30,11.0
lj bezigrad,Osrednjeslovenska,2018-04-30,3.0
vnajnarje,Osrednjeslovenska,2018-04-30,
lj center,Osrednjeslovenska,2018-04-30,3.0
pesje,Posavska,2018-04-30,15.0
celje,Savinjska,2018-04-30,10.0
sostanj,Savinjska,2018-04-30,5.0
topolsica,Savinjska,2018-04-30,5.0
zavodnje,Savinjska,2018-04-30,6.0
veliki vrh,Savinjska,2018-04-30,5.0
velenje,Savinjska,2018-04-30,6.0
skale,Savinjska,2018-04-30,10.0
sv. mohor,Savinjska,2018-04-30,7.0
ce gaji,Savinjska,2018-04-30,12.0
trbovlje,Zasavska,2018-04-30,6.0
zagorje,Zasavska,2018-04-30,5.0
hrastnik,Zasavska,2018-04-30,5.0
iskrba,Jugovzhodna Slovenija,2018-05-31,2.0
graska gora,Koroška,2018-05-31,6.0
lj bezigrad,Osrednjeslovenska,2018-05-31,4.0
vnajnarje,Osrednjeslovenska,2018-05-31,
lj center,Osrednjeslovenska,2018-05-31,2.0
pesje,Posavska,2018-05-31,13.0
celje,Savinjska,2018-05-31,12.0
sostanj,Savinjska,2018-05-31,7.0
topolsica,Savinjska,2018-05-31,11.0
zavodnje,Savinjska,2018-05-31,9.0
veliki vrh,Savinjska,2018-05-31,26.0
velenje,Savinjska,2018-05-31,10.0
skale,Savinjska,2018-05-31,10.0
sv. mohor,Savinjska,2018-05-31,11.0
ce gaji,Savinjska,2018-05-31,8.0
trbovlje,Zasavska,2018-05-31,6.0
zagorje,Zasavska,2018-05-31,8.0
hrastnik,Zasavska,2018-05-31,5.0
iskrba,Jugovzhodna Slovenija,2018-06-30,3.0
graska gora,Koroška,2018-06-30,7.0
lj bezigrad,Osrednjeslovenska,2018-06-30,3.0
vnajnarje,Osrednjeslovenska,2018-06-30,
lj center,Osrednjeslovenska,2018-06-30,0.0
pesje,Posavska,2018-06-30,13.0
celje,Savinjska,2018-06-30,12.0
sostanj,Savinjska,2018-06-30,6.0
topolsica,Savinjska,2018-06-30,7.0
zavodnje,Savinjska,2018-06-30,7.0
veliki vrh,Savinjska,2018-06-30,33.0
velenje,Savinjska,2018-06-30,6.0
skale,Savinjska,2018-06-30,7.0
sv. mohor,Savinjska,2018-06-30,6.0
ce gaji,Savinjska,2018-06-30,11.0
trbovlje,Zasavska,2018-06-30,8.0
zagorje,Zasavska,2018-06-30,5.0
hrastnik,Zasavska,2018-06-30,1.0
iskrba,Jugovzhodna Slovenija,2018-07-31,2.0
graska gora,Koroška,2018-07-31,7.0
lj bezigrad,Osrednjeslovenska,2018-07-31,3.0
vnajnarje,Osrednjeslovenska,2018-07-31,
lj center,Osrednjeslovenska,2018-07-31,1.0
pesje,Posavska,2018-07-31,9.0
celje,Savinjska,2018-07-31,11.0
sostanj,Savinjska,2018-07-31,3.0
topolsica,Savinjska,2018-07-31,5.0
zavodnje,Savinjska,2018-07-31,6.0
veliki vrh,Savinjska,2018-07-31,12.0
velenje,Savinjska,2018-07-31,10.0
skale,Savinjska,2018-07-31,4.0
sv. mohor,Savinjska,2018-07-31,10.0
ce gaji,Savinjska,2018-07-31,9.0
trbovlje,Zasavska,2018-07-31,4.0
zagorje,Zasavska,2018-07-31,4.0
