Postaja,Leto,Mesec,SO2
topolsica,2005,Dec,3.0
veliki vrh,2005,Dec,47.0
zavodnje,2005,Dec,15.0
velenje,2005,Dec,4.0
graska gora,2005,Dec,6.0
pesje,2005,Dec,3.0
skale,2005,Dec,5.0
kovk,2005,Dec,5.0
dobovec,2005,Dec,2.0
kum,2005,Dec,1.0
ravenska vas,2005,Dec,15.0
vnajnarje,2005,Dec,6.0
eis celje,2005,Dec,4.0
eis krsko,2005,Dec,32.0
eis teb,2005,Dec,
ljubljana b.,2006,Jan,13.0
maribor,2006,Jan,16.0
celje,2006,Jan,13.0
trbovlje,2006,Jan,17.0
hrastnik,2006,Jan,15.0
zagorje,2006,Jan,10.0
murska s.-rakican,2006,Jan,7.0
nova gorica,2006,Jan,11.0
oms lj. (vnajnarje),2006,Jan,11.0
eis celje,2006,Jan,4.0
eis krsko,2006,Jan,17.0
sostanj,2006,Jan,6.0
topolsica,2006,Jan,7.0
veliki vrh,2006,Jan,36.0
zavodnje,2006,Jan,15.0
velenje,2006,Jan,8.0
graska gora,2006,Jan,9.0
pesje,2006,Jan,9.0
skale,2006,Jan,5.0
kovk,2006,Jan,9.0
dobovec,2006,Jan,8.0
kum,2006,Jan,1.0
ravenska vas,2006,Jan,27.0
eis teb,2006,Jan,29.0
ljubljana b.,2006,Feb,8.0
maribor,2006,Feb,11.0
celje,2006,Feb,8.0
trbovlje,2006,Feb,11.0
hrastnik,2006,Feb,10.0
zagorje,2006,Feb,8.0
murska s.-rakican,2006,Feb,9.0
nova gorica,2006,Feb,7.0
oms lj. (vnajnarje),2006,Feb,7.0
eis celje,2006,Feb,3.0
eis krsko,2006,Feb,37.0
sostanj,2006,Feb,10.0
topolsica,2006,Feb,6.0
veliki vrh,2006,Feb,32.0
zavodnje,2006,Feb,14.0
velenje,2006,Feb,6.0
graska gora,2006,Feb,9.0
pesje,2006,Feb,7.0
skale,2006,Feb,5.0
kovk,2006,Feb,5.0
dobovec,2006,Feb,4.0
kum,2006,Feb,4.0
ravenska vas,2006,Feb,10.0
eis teb,2006,Feb,8.0
ljubljana b.,2006,Mar,7.0
maribor,2006,Mar,7.0
celje,2006,Mar,9.0
trbovlje,2006,Mar,12.0
hrastnik,2006,Mar,9.0
zagorje,2006,Mar,7.0
murska s.-rakican,2006,Mar,9.0
nova gorica,2006,Mar,4.0
oms lj. (vnajnarje),2006,Mar,5.0
eis celje,2006,Mar,2.0
eis krsko,2006,Mar,20.0
sostanj,2006,Mar,10.0
topolsica,2006,Mar,4.0
veliki vrh,2006,Mar,22.0
zavodnje,2006,Mar,9.0
velenje,2006,Mar,6.0
graska gora,2006,Mar,8.0
pesje,2006,Mar,5.0
skale,2006,Mar,4.0
kovk,2006,Mar,14.0
dobovec,2006,Mar,2.0
kum,2006,Mar,7.0
ravenska vas,2006,Mar,7.0
eis teb,2006,Mar,12.0
ljubljana b.,2006,Apr,6.0
maribor,2006,Apr,4.0
celje,2006,Apr,7.0
trbovlje,2006,Apr,7.0
hrastnik,2006,Apr,4.0
zagorje,2006,Apr,6.0
murska s.-rakican,2006,Apr,6.0
nova gorica,2006,Apr,2.0
oms lj. (vnajnarje),2006,Apr,3.0
eis celje,2006,Apr,0.0
eis krsko,2006,Apr,41.0
sostanj,2006,Apr,4.0
topolsica,2006,Apr,2.0
veliki vrh,2006,Apr,5.0
zavodnje,2006,Apr,2.0
velenje,2006,Apr,6.0
graska gora,2006,Apr,4.0
pesje,2006,Apr,3.0
skale,2006,Apr,2.0
kovk,2006,Apr,7.0
dobovec,2006,Apr,3.0
kum,2006,Apr,1.0
ravenska vas,2006,Apr,13.0
eis teb,2006,Apr,16.0
ljubljana b.,2006,Maj,5.0
maribor,2006,Maj,5.0
celje,2006,Maj,8.0
trbovlje,2006,Maj,4.0
hrastnik,2006,Maj,4.0
zagorje,2006,Maj,7.0
murska s.-rakican,2006,Maj,6.0
nova gorica,2006,Maj,2.0
oms lj. (vnajnarje),2006,Maj,3.0
eis celje,2006,Maj,0.0
eis krsko,2006,Maj,20.0
sostanj,2006,Maj,7.0
topolsica,2006,Maj,3.0
veliki vrh,2006,Maj,13.0
zavodnje,2006,Maj,3.0
velenje,2006,Maj,5.0
graska gora,2006,Maj,3.0
pesje,2006,Maj,2.0
skale,2006,Maj,2.0
kovk,2006,Maj,13.0
dobovec,2006,Maj,6.0
kum,2006,Maj,5.0
ravenska vas,2006,Maj,16.0
eis teb,2006,Maj,10.0
ljubljana b.,2006,Jun,3.0
maribor,2006,Jun,6.0
celje,2006,Jun,8.0
trbovlje,2006,Jun,5.0
hrastnik,2006,Jun,5.0
zagorje,2006,Jun,5.0
murska s.-rakican,2006,Jun,8.0
nova gorica,2006,Jun,2.0
oms lj. (vnajnarje),2006,Jun,3.0
eis celje,2006,Jun,0.0
eis krsko,2006,Jun,37.0
sostanj,2006,Jun,9.0
topolsica,2006,Jun,4.0
veliki vrh,2006,Jun,21.0
zavodnje,2006,Jun,9.0
velenje,2006,Jun,4.0
graska gora,2006,Jun,4.0
pesje,2006,Jun,3.0
skale,2006,Jun,2.0
kovk,2006,Jun,16.0
dobovec,2006,Jun,12.0
kum,2006,Jun,3.0
ravenska vas,2006,Jun,18.0
eis teb,2006,Jun,13.0
ljubljana b.,2006,Jul,3.0
maribor,2006,Jul,6.0
celje,2006,Jul,4.0
trbovlje,2006,Jul,6.0
hrastnik,2006,Jul,4.0
zagorje,2006,Jul,6.0
murska s.-rakican,2006,Jul,9.0
nova gorica,2006,Jul,2.0
oms lj. (vnajnarje),2006,Jul,3.0
eis celje,2006,Jul,0.0
eis krsko,2006,Jul,50.0
sostanj,2006,Jul,7.0
topolsica,2006,Jul,6.0
veliki vrh,2006,Jul,24.0
zavodnje,2006,Jul,8.0
velenje,2006,Jul,5.0
graska gora,2006,Jul,4.0
pesje,2006,Jul,3.0
skale,2006,Jul,2.0
kovk,2006,Jul,9.0
dobovec,2006,Jul,5.0
kum,2006,Jul,7.0
ravenska vas,2006,Jul,20.0
eis teb,2006,Jul,5.0
ljubljana b.,2006,Avg,2.0
maribor,2006,Avg,4.0
celje,2006,Avg,2.0
trbovlje,2006,Avg,6.0
hrastnik,2006,Avg,2.0
zagorje,2006,Avg,2.0
murska s.-rakican,2006,Avg,4.0
nova gorica,2006,Avg,1.0
oms lj. (vnajnarje),2006,Avg,2.0
eis celje,2006,Avg,0.0
eis krsko,2006,Avg,32.0
sostanj,2006,Avg,10.0
topolsica,2006,Avg,2.0
veliki vrh,2006,Avg,15.0
zavodnje,2006,Avg,3.0
velenje,2006,Avg,4.0
graska gora,2006,Avg,4.0
pesje,2006,Avg,2.0
skale,2006,Avg,2.0
kovk,2006,Avg,4.0
dobovec,2006,Avg,2.0
kum,2006,Avg,6.0
ravenska vas,2006,Avg,15.0
eis teb,2006,Avg,8.0
ljubljana b.,2006,Sep,5.0
maribor,2006,Sep,3.0
celje,2006,Sep,5.0
trbovlje,2006,Sep,7.0
hrastnik,2006,Sep,1.0
zagorje,2006,Sep,5.0
murska s.-rakican,2006,Sep,7.0
nova gorica,2006,Sep,3.0
oms lj. (vnajnarje),2006,Sep,4.0
eis celje,2006,Sep,0.0
eis krsko,2006,Sep,2.0
sostanj,2006,Sep,8.0
topolsica,2006,Sep,5.0
veliki vrh,2006,Sep,17.0
zavodnje,2006,Sep,10.0
velenje,2006,Sep,4.0
graska gora,2006,Sep,3.0
pesje,2006,Sep,3.0
skale,2006,Sep,1.0
kovk,2006,Sep,7.0
dobovec,2006,Sep,7.0
kum,2006,Sep,2.0
ravenska vas,2006,Sep,17.0
eis teb,2006,Sep,11.0
ljubljana b.,2006,Okt,3.0
maribor,2006,Okt,5.0
celje,2006,Okt,11.0
trbovlje,2006,Okt,9.0
hrastnik,2006,Okt,3.0
zagorje,2006,Okt,4.0
murska s.-rakican,2006,Okt,8.0
nova gorica,2006,Okt,3.0
oms lj. (vnajnarje),2006,Okt,4.0
eis celje,2006,Okt,0.0
eis krsko,2006,Okt,2.0
sostanj,2006,Okt,10.0
topolsica,2006,Okt,3.0
veliki vrh,2006,Okt,16.0
zavodnje,2006,Okt,6.0
velenje,2006,Okt,3.0
graska gora,2006,Okt,5.0
pesje,2006,Okt,3.0
skale,2006,Okt,2.0
kovk,2006,Okt,20.0
dobovec,2006,Okt,6.0
kum,2006,Okt,2.0
ravenska vas,2006,Okt,15.0
eis teb,2006,Okt,13.0
ljubljana b.,2006,Nov,5.0
maribor,2006,Nov,6.0
celje,2006,Nov,6.0
trbovlje,2006,Nov,10.0
hrastnik,2006,Nov,3.0
zagorje,2006,Nov,5.0
murska s.-rakican,2006,Nov,6.0
nova gorica,2006,Nov,6.0
oms lj. (vnajnarje),2006,Nov,6.0
eis celje,2006,Nov,1.0
eis krsko,2006,Nov,2.0
sostanj,2006,Nov,7.0
topolsica,2006,Nov,3.0
veliki vrh,2006,Nov,21.0
zavodnje,2006,Nov,9.0
velenje,2006,Nov,4.0
graska gora,2006,Nov,10.0
pesje,2006,Nov,5.0
skale,2006,Nov,6.0
kovk,2006,Nov,18.0
dobovec,2006,Nov,5.0
kum,2006,Nov,8.0
ravenska vas,2006,Nov,16.0
eis teb,2006,Nov,13.0
ljubljana b.,2006,Dec,4.0
maribor,2006,Dec,6.0
celje,2006,Dec,7.0
trbovlje,2006,Dec,10.0
hrastnik,2006,Dec,7.0
zagorje,2006,Dec,7.0
murska s.-rakican,2006,Dec,4.0
nova gorica,2006,Dec,5.0
oms lj. (vnajnarje),2006,Dec,5.0
eis celje,2006,Dec,2.0
eis krsko,2006,Dec,2.0
sostanj,2006,Dec,14.0
topolsica,2006,Dec,2.0
veliki vrh,2006,Dec,19.0
zavodnje,2006,Dec,4.0
velenje,2006,Dec,5.0
graska gora,2006,Dec,4.0
pesje,2006,Dec,3.0
skale,2006,Dec,2.0
kovk,2006,Dec,16.0
dobovec,2006,Dec,7.0
kum,2006,Dec,6.0
ravenska vas,2006,Dec,23.0
eis teb,2006,Dec,8.0
ljubljana b.,2007,Jan,4.0
maribor,2007,Jan,5.0
celje,2007,Jan,7.0
trbovlje,2007,Jan,4.0
hrastnik,2007,Jan,7.0
zagorje,2007,Jan,8.0
murska s.-rakican,2007,Jan,6.0
nova gorica,2007,Jan,8.0
oms lj. (vnajnarje),2007,Jan,11.0
eis celje,2007,Jan,
sostanj,2007,Jan,6.0
topolsica,2007,Jan,3.0
veliki vrh,2007,Jan,27.0
zavodnje,2007,Jan,11.0
velenje,2007,Jan,3.0
graska gora,2007,Jan,7.0
pesje,2007,Jan,4.0
skale,2007,Jan,6.0
kovk,2007,Jan,14.0
dobovec,2007,Jan,6.0
kum,2007,Jan,4.0
ravenska vas,2007,Jan,12.0
eis teb (sv.mohor),2007,Jan,13.0
ljubljana b.,2007,Feb,6.0
maribor,2007,Feb,4.0
celje,2007,Feb,7.0
trbovlje,2007,Feb,5.0
hrastnik,2007,Feb,6.0
zagorje,2007,Feb,6.0
murska s.-rakican,2007,Feb,5.0
nova gorica,2007,Feb,5.0
oms lj. (vnajnarje),2007,Feb,7.0
eis celje,2007,Feb,
sostanj,2007,Feb,11.0
topolsica,2007,Feb,3.0
veliki vrh,2007,Feb,17.0
zavodnje,2007,Feb,6.0
velenje,2007,Feb,4.0
graska gora,2007,Feb,7.0
pesje,2007,Feb,4.0
skale,2007,Feb,5.0
kovk,2007,Feb,14.0
dobovec,2007,Feb,6.0
kum,2007,Feb,5.0
ravenska vas,2007,Feb,15.0
eis teb (sv.mohor),2007,Feb,24.0
ljubljana b.,2007,Mar,5.0
maribor,2007,Mar,3.0
celje,2007,Mar,5.0
trbovlje,2007,Mar,7.0
hrastnik,2007,Mar,7.0
zagorje,2007,Mar,6.0
murska s.-rakican,2007,Mar,5.0
nova gorica,2007,Mar,5.0
oms lj. (vnajnarje),2007,Mar,5.0
eis celje,2007,Mar,
sostanj,2007,Mar,7.0
topolsica,2007,Mar,3.0
veliki vrh,2007,Mar,12.0
zavodnje,2007,Mar,3.0
velenje,2007,Mar,2.0
graska gora,2007,Mar,4.0
pesje,2007,Mar,4.0
skale,2007,Mar,4.0
kovk,2007,Mar,10.0
dobovec,2007,Mar,5.0
kum,2007,Mar,4.0
ravenska vas,2007,Mar,27.0
eis teb (sv.mohor),2007,Mar,26.0
ljubljana b.,2007,Apr,3.0
maribor,2007,Apr,3.0
celje,2007,Apr,3.0
trbovlje,2007,Apr,5.0
hrastnik,2007,Apr,5.0
zagorje,2007,Apr,5.0
murska s.-rakican,2007,Apr,7.0
nova gorica,2007,Apr,8.0
oms lj. (vnajnarje),2007,Apr,3.0
eis celje,2007,Apr,
sostanj,2007,Apr,7.0
topolsica,2007,Apr,6.0
veliki vrh,2007,Apr,15.0
zavodnje,2007,Apr,7.0
velenje,2007,Apr,1.0
graska gora,2007,Apr,4.0
pesje,2007,Apr,6.0
skale,2007,Apr,5.0
kovk,2007,Apr,3.0
dobovec,2007,Apr,3.0
kum,2007,Apr,5.0
ravenska vas,2007,Apr,15.0
eis teb (sv.mohor),2007,Apr,18.0
ljubljana b.,2007,Maj,1.0
maribor,2007,Maj,2.0
celje,2007,Maj,1.0
trbovlje,2007,Maj,2.0
hrastnik,2007,Maj,3.0
zagorje,2007,Maj,5.0
murska s.-rakican,2007,Maj,3.0
nova gorica,2007,Maj,8.0
oms lj. (vnajnarje),2007,Maj,3.0
eis celje,2007,Maj,
sostanj,2007,Maj,14.0
topolsica,2007,Maj,4.0
veliki vrh,2007,Maj,13.0
zavodnje,2007,Maj,5.0
velenje,2007,Maj,2.0
graska gora,2007,Maj,4.0
pesje,2007,Maj,4.0
skale,2007,Maj,3.0
kovk,2007,Maj,3.0
dobovec,2007,Maj,0.0
kum,2007,Maj,5.0
ravenska vas,2007,Maj,13.0
eis teb (sv.mohor),2007,Maj,9.0
ljubljana b.,2007,Jun,2.0
maribor,2007,Jun,2.0
celje,2007,Jun,6.0
trbovlje,2007,Jun,2.0
hrastnik,2007,Jun,4.0
zagorje,2007,Jun,2.0
murska s.-rakican,2007,Jun,4.0
nova gorica,2007,Jun,5.0
oms lj. (vnajnarje),2007,Jun,3.0
eis celje,2007,Jun,
sostanj,2007,Jun,21.0
topolsica,2007,Jun,4.0
veliki vrh,2007,Jun,13.0
zavodnje,2007,Jun,6.0
velenje,2007,Jun,2.0
graska gora,2007,Jun,4.0
pesje,2007,Jun,5.0
skale,2007,Jun,3.0
kovk,2007,Jun,8.0
dobovec,2007,Jun,9.0
kum,2007,Jun,5.0
ravenska vas,2007,Jun,13.0
eis teb (sv.mohor),2007,Jun,8.0
ljubljana b.,2007,Jul,2.0
maribor,2007,Jul,2.0
celje,2007,Jul,6.0
trbovlje,2007,Jul,2.0
hrastnik,2007,Jul,6.0
zagorje,2007,Jul,3.0
murska s.-rakican,2007,Jul,4.0
nova gorica,2007,Jul,7.0
oms lj. (vnajnarje),2007,Jul,3.0
eis celje,2007,Jul,
sostanj,2007,Jul,22.0
topolsica,2007,Jul,4.0
veliki vrh,2007,Jul,16.0
zavodnje,2007,Jul,9.0
velenje,2007,Jul,2.0
graska gora,2007,Jul,5.0
pesje,2007,Jul,6.0
skale,2007,Jul,3.0
kovk,2007,Jul,10.0
dobovec,2007,Jul,5.0
kum,2007,Jul,8.0
ravenska vas,2007,Jul,13.0
eis teb (sv.mohor),2007,Jul,14.0
ljubljana b.,2007,Avg,1.0
maribor,2007,Avg,3.0
celje,2007,Avg,5.0
trbovlje,2007,Avg,1.0
hrastnik,2007,Avg,5.0
zagorje,2007,Avg,3.0
murska s.-rakican,2007,Avg,7.0
nova gorica,2007,Avg,6.0
oms lj. (vnajnarje),2007,Avg,2.0
eis celje,2007,Avg,
sostanj,2007,Avg,7.0
topolsica,2007,Avg,2.0
veliki vrh,2007,Avg,12.0
zavodnje,2007,Avg,3.0
velenje,2007,Avg,1.0
graska gora,2007,Avg,3.0
pesje,2007,Avg,4.0
skale,2007,Avg,0.0
kovk,2007,Avg,8.0
dobovec,2007,Avg,9.0
kum,2007,Avg,8.0
ravenska vas,2007,Avg,8.0
eis teb (sv.mohor),2007,Avg,17.0
ljubljana b.,2007,Sep,3.0
maribor,2007,Sep,3.0
celje,2007,Sep,5.0
trbovlje,2007,Sep,2.0
hrastnik,2007,Sep,5.0
zagorje,2007,Sep,5.0
murska s.-rakican,2007,Sep,4.0
nova gorica,2007,Sep,6.0
oms lj. (vnajnarje),2007,Sep,4.0
eis celje,2007,Sep,
sostanj,2007,Sep,5.0
topolsica,2007,Sep,1.0
veliki vrh,2007,Sep,6.0
zavodnje,2007,Sep,4.0
velenje,2007,Sep,1.0
graska gora,2007,Sep,3.0
pesje,2007,Sep,5.0
skale,2007,Sep,1.0
kovk,2007,Sep,10.0
dobovec,2007,Sep,9.0
kum,2007,Sep,3.0
ravenska vas,2007,Sep,9.0
eis teb (sv.mohor),2007,Sep,5.0
ljubljana b.,2007,Okt,4.0
maribor,2007,Okt,4.0
celje,2007,Okt,5.0
trbovlje,2007,Okt,2.0
hrastnik,2007,Okt,8.0
zagorje,2007,Okt,4.0
murska s.-rakican,2007,Okt,4.0
nova gorica,2007,Okt,5.0
oms lj. (vnajnarje),2007,Okt,4.0
eis celje,2007,Okt,
sostanj,2007,Okt,2.0
topolsica,2007,Okt,2.0
veliki vrh,2007,Okt,11.0
zavodnje,2007,Okt,4.0
velenje,2007,Okt,3.0
graska gora,2007,Okt,2.0
pesje,2007,Okt,5.0
skale,2007,Okt,0.0
kovk,2007,Okt,6.0
dobovec,2007,Okt,8.0
kum,2007,Okt,8.0
ravenska vas,2007,Okt,9.0
eis teb (sv.mohor),2007,Okt,3.0
ljubljana b.,2007,Nov,6.0
maribor,2007,Nov,4.0
celje,2007,Nov,4.0
trbovlje,2007,Nov,3.0
hrastnik,2007,Nov,7.0
zagorje,2007,Nov,7.0
murska s.-rakican,2007,Nov,6.0
nova gorica,2007,Nov,9.0
oms lj. (vnajnarje),2007,Nov,6.0
eis celje,2007,Nov,
sostanj,2007,Nov,4.0
topolsica,2007,Nov,2.0
veliki vrh,2007,Nov,9.0
zavodnje,2007,Nov,5.0
velenje,2007,Nov,4.0
graska gora,2007,Nov,4.0
pesje,2007,Nov,5.0
skale,2007,Nov,3.0
kovk,2007,Nov,9.0
dobovec,2007,Nov,12.0
kum,2007,Nov,13.0
ravenska vas,2007,Nov,12.0
eis teb (sv.mohor),2007,Nov,13.0
ljubljana b.,2007,Dec,6.0
maribor,2007,Dec,4.0
celje,2007,Dec,6.0
trbovlje,2007,Dec,5.0
hrastnik,2007,Dec,9.0
zagorje,2007,Dec,3.0
murska s.-rakican,2007,Dec,8.0
nova gorica,2007,Dec,13.0
oms lj. (vnajnarje),2007,Dec,5.0
eis celje,2007,Dec,
sostanj,2007,Dec,4.0
topolsica,2007,Dec,4.0
veliki vrh,2007,Dec,14.0
zavodnje,2007,Dec,10.0
velenje,2007,Dec,5.0
graska gora,2007,Dec,10.0
pesje,2007,Dec,8.0
skale,2007,Dec,6.0
kovk,2007,Dec,12.0
dobovec,2007,Dec,17.0
kum,2007,Dec,11.0
ravenska vas,2007,Dec,18.0
eis teb (sv.mohor),2007,Dec,16.0
ljubljana b.,2008,Jan,6.0
maribor,2008,Jan,5.0
celje,2008,Jan,8.0
trbovlje,2008,Jan,5.0
hrastnik,2008,Jan,10.0
zagorje,2008,Jan,7.0
murska s.-rakican,2008,Jan,11.0
nova gorica,2008,Jan,11.0
oms lj. (vnajnarje),2008,Jan,4.0
sostanj,2008,Jan,5.0
topolsica,2008,Jan,3.0
veliki vrh,2008,Jan,15.0
zavodnje,2008,Jan,6.0
velenje,2008,Jan,4.0
graska gora,2008,Jan,6.0
pesje,2008,Jan,8.0
skale,2008,Jan,3.0
kovk,2008,Jan,9.0
dobovec,2008,Jan,14.0
kum,2008,Jan,10.0
ravenska vas,2008,Jan,22.0
ljubljana b.,2008,Feb,5.0
maribor,2008,Feb,3.0
celje,2008,Feb,5.0
trbovlje,2008,Feb,7.0
hrastnik,2008,Feb,6.0
zagorje,2008,Feb,7.0
murska s.-rakican,2008,Feb,8.0
nova gorica,2008,Feb,10.0
oms lj. (vnajnarje),2008,Feb,6.0
sostanj,2008,Feb,5.0
topolsica,2008,Feb,4.0
veliki vrh,2008,Feb,12.0
zavodnje,2008,Feb,9.0
velenje,2008,Feb,4.0
graska gora,2008,Feb,7.0
pesje,2008,Feb,7.0
skale,2008,Feb,4.0
kovk,2008,Feb,14.0
dobovec,2008,Feb,14.0
kum,2008,Feb,17.0
ravenska vas,2008,Feb,15.0
ljubljana b.,2008,Mar,4.0
maribor,2008,Mar,2.0
celje,2008,Mar,5.0
trbovlje,2008,Mar,4.0
hrastnik,2008,Mar,6.0
zagorje,2008,Mar,6.0
murska s.-rakican,2008,Mar,6.0
nova gorica,2008,Mar,9.0
oms lj. (vnajnarje),2008,Mar,4.0
sostanj,2008,Mar,6.0
topolsica,2008,Mar,2.0
veliki vrh,2008,Mar,11.0
zavodnje,2008,Mar,3.0
velenje,2008,Mar,4.0
graska gora,2008,Mar,5.0
pesje,2008,Mar,7.0
skale,2008,Mar,5.0
kovk,2008,Mar,14.0
dobovec,2008,Mar,15.0
kum,2008,Mar,23.0
ravenska vas,2008,Mar,5.0
ljubljana b.,2008,Apr,2.0
maribor,2008,Apr,2.0
celje,2008,Apr,4.0
trbovlje,2008,Apr,1.0
hrastnik,2008,Apr,6.0
zagorje,2008,Apr,4.0
murska s.-rakican,2008,Apr,5.0
nova gorica,2008,Apr,7.0
oms lj. (vnajnarje),2008,Apr,2.0
sostanj,2008,Apr,11.0
topolsica,2008,Apr,2.0
veliki vrh,2008,Apr,7.0
zavodnje,2008,Apr,2.0
velenje,2008,Apr,5.0
graska gora,2008,Apr,6.0
pesje,2008,Apr,7.0
skale,2008,Apr,4.0
kovk,2008,Apr,15.0
dobovec,2008,Apr,4.0
kum,2008,Apr,12.0
ravenska vas,2008,Apr,4.0
ljubljana b.,2008,Maj,1.0
maribor,2008,Maj,2.0
celje,2008,Maj,3.0
trbovlje,2008,Maj,0.0
hrastnik,2008,Maj,4.0
zagorje,2008,Maj,5.0
murska s.-rakican,2008,Maj,7.0
nova gorica,2008,Maj,7.0
oms lj. (vnajnarje),2008,Maj,2.0
sostanj,2008,Maj,6.0
topolsica,2008,Maj,2.0
veliki vrh,2008,Maj,4.0
zavodnje,2008,Maj,2.0
velenje,2008,Maj,4.0
graska gora,2008,Maj,6.0
pesje,2008,Maj,9.0
skale,2008,Maj,5.0
kovk,2008,Maj,7.0
dobovec,2008,Maj,0.0
kum,2008,Maj,4.0
ravenska vas,2008,Maj,0.0
ljubljana b.,2008,Jun,1.0
maribor,2008,Jun,1.0
celje,2008,Jun,2.0
trbovlje,2008,Jun,0.0
hrastnik,2008,Jun,1.0
zagorje,2008,Jun,1.0
murska s.-rakican,2008,Jun,8.0
nova gorica,2008,Jun,9.0
oms lj. (vnajnarje),2008,Jun,2.0
sostanj,2008,Jun,4.0
topolsica,2008,Jun,2.0
veliki vrh,2008,Jun,6.0
zavodnje,2008,Jun,1.0
velenje,2008,Jun,6.0
graska gora,2008,Jun,3.0
pesje,2008,Jun,9.0
skale,2008,Jun,1.0
kovk,2008,Jun,13.0
dobovec,2008,Jun,6.0
kum,2008,Jun,7.0
ravenska vas,2008,Jun,2.0
ljubljana b.,2008,Jul,0.0
maribor,2008,Jul,1.0
celje,2008,Jul,2.0
trbovlje,2008,Jul,0.0
hrastnik,2008,Jul,4.0
zagorje,2008,Jul,1.0
murska s.-rakican,2008,Jul,5.0
nova gorica,2008,Jul,9.0
oms lj. (vnajnarje),2008,Jul,2.0
sostanj,2008,Jul,9.0
topolsica,2008,Jul,2.0
veliki vrh,2008,Jul,6.0
zavodnje,2008,Jul,1.0
velenje,2008,Jul,6.0
graska gora,2008,Jul,3.0
pesje,2008,Jul,11.0
skale,2008,Jul,1.0
kovk,2008,Jul,11.0
dobovec,2008,Jul,9.0
kum,2008,Jul,7.0
ravenska vas,2008,Jul,13.0
ljubljana b.,2008,Avg,1.0
maribor,2008,Avg,1.0
celje,2008,Avg,3.0
trbovlje,2008,Avg,0.0
hrastnik,2008,Avg,3.0
zagorje,2008,Avg,3.0
murska s.-rakican,2008,Avg,4.0
nova gorica,2008,Avg,8.0
oms lj. (vnajnarje),2008,Avg,2.0
sostanj,2008,Avg,5.0
topolsica,2008,Avg,2.0
veliki vrh,2008,Avg,7.0
zavodnje,2008,Avg,2.0
velenje,2008,Avg,9.0
graska gora,2008,Avg,3.0
pesje,2008,Avg,3.0
skale,2008,Avg,1.0
kovk,2008,Avg,11.0
dobovec,2008,Avg,9.0
kum,2008,Avg,7.0
ravenska vas,2008,Avg,11.0
ljubljana b.,2008,Sep,1.0
maribor,2008,Sep,1.0
celje,2008,Sep,4.0
trbovlje,2008,Sep,1.0
hrastnik,2008,Sep,5.0
zagorje,2008,Sep,1.0
murska s.-rakican,2008,Sep,4.0
nova gorica,2008,Sep,8.0
oms lj. (vnajnarje),2008,Sep,3.0
sostanj,2008,Sep,9.0
topolsica,2008,Sep,2.0
veliki vrh,2008,Sep,9.0
zavodnje,2008,Sep,2.0
velenje,2008,Sep,9.0
graska gora,2008,Sep,3.0
pesje,2008,Sep,3.0
skale,2008,Sep,0.0
kovk,2008,Sep,13.0
dobovec,2008,Sep,8.0
kum,2008,Sep,9.0
ravenska vas,2008,Sep,12.0
ljubljana b.,2008,Okt,1.0
maribor,2008,Okt,2.0
celje,2008,Okt,6.0
trbovlje,2008,Okt,2.0
hrastnik,2008,Okt,7.0
zagorje,2008,Okt,3.0
murska s.-rakican,2008,Okt,4.0
nova gorica,2008,Okt,9.0
oms lj. (vnajnarje),2008,Okt,3.0
sostanj,2008,Okt,6.0
topolsica,2008,Okt,3.0
veliki vrh,2008,Okt,6.0
zavodnje,2008,Okt,4.0
velenje,2008,Okt,1.0
graska gora,2008,Okt,4.0
pesje,2008,Okt,3.0
skale,2008,Okt,2.0
kovk,2008,Okt,19.0
dobovec,2008,Okt,9.0
kum,2008,Okt,9.0
ravenska vas,2008,Okt,8.0
ljubljana b.,2008,Nov,2.0
maribor,2008,Nov,3.0
celje,2008,Nov,7.0
trbovlje,2008,Nov,7.0
hrastnik,2008,Nov,5.0
zagorje,2008,Nov,3.0
murska s.-rakican,2008,Nov,6.0
nova gorica,2008,Nov,0.0
oms lj. (vnajnarje),2008,Nov,6.0
sostanj,2008,Nov,3.0
topolsica,2008,Nov,1.0
veliki vrh,2008,Nov,6.0
zavodnje,2008,Nov,2.0
velenje,2008,Nov,1.0
graska gora,2008,Nov,3.0
pesje,2008,Nov,2.0
skale,2008,Nov,8.0
kovk,2008,Nov,8.0
dobovec,2008,Nov,7.0
kum,2008,Nov,7.0
ravenska vas,2008,Nov,9.0
ljubljana b.,2008,Dec,2.0
maribor,2008,Dec,2.0
celje,2008,Dec,6.0
trbovlje,2008,Dec,2.0
hrastnik,2008,Dec,4.0
zagorje,2008,Dec,3.0
murska s.-rakican,2008,Dec,8.0
nova gorica,2008,Dec,6.0
oms lj. (vnajnarje),2008,Dec,0.0
sostanj,2008,Dec,2.0
topolsica,2008,Dec,2.0
veliki vrh,2008,Dec,5.0
zavodnje,2008,Dec,2.0
velenje,2008,Dec,1.0
graska gora,2008,Dec,3.0
pesje,2008,Dec,3.0
skale,2008,Dec,11.0
kovk,2008,Dec,9.0
dobovec,2008,Dec,6.0
kum,2008,Dec,9.0
ravenska vas,2008,Dec,8.0
ljubljana b.,2009,Jan,9.0
ljubljana center,2009,Jan,11.0
maribor center,2009,Jan,13.0
celje,2009,Jan,6.0
trbovlje,2009,Jan,5.0
hrastnik,2009,Jan,8.0
zagorje,2009,Jan,9.0
nova gorica,2009,Jan,8.0
vnajnarje,2009,Jan,
